50,2,1,14,4,0,2,0,0,0,0,0,0
62,2,2,5,3,0,2,0,0,0,0,1,0
49,1,3,14,4,0,2,0,1,0,0,0,0
68,1,4,14,5,0,3,1,0,0,0,0,1
44,2,2,4,3,0,7,0,0,0,0,0,0
68,2,7,2,4,0,1,1,1,0,0,0,0
45,1,3,6,2,0,6,0,1,0,0,0,0
65,2,3,7,4,0,1,1,0,0,0,0,0
80,1,3,15,3,1,1,1,0,0,0,0,0
35,2,3,9,4,0,4,0,0,0,0,0,0
42,2,3,6,5,0,5,0,0,0,0,1,0
68,2,1,3,5,0,2,0,0,0,0,1,1
52,1,1,9,1,0,2,0,1,0,0,0,0
34,1,1,7,3,0,5,1,1,0,0,0,0
29,1,2,14,5,0,2,0,0,0,0,0,0
61,2,4,3,4,0,1,1,0,0,0,0,0
35,2,6,14,3,0,3,0,0,0,0,0,0
65,1,2,10,2,0,6,1,0,0,0,0,0
67,1,3,6,2,0,2,1,0,0,0,0,0
60,2,2,3,4,0,4,0,1,0,0,0,0
34,2,6,14,4,0,7,0,0,0,0,0,0
60,1,3,1,4,0,1,1,0,0,0,0,0
65,2,4,8,4,1,2,1,0,0,0,0,0
72,1,3,5,4,0,2,1,0,1,0,0,0
80,1,4,3,3,0,1,1,1,0,1,0,0
65,1,3,9,4,1,2,1,1,0,0,0,0
80,2,4,3,2,0,2,1,0,0,0,0,0
64,2,4,6,3,0,1,1,0,0,0,0,0
41,2,4,7,3,0,6,0,0,0,0,0,0
80,1,3,6,3,0,1,1,0,1,1,0,1
80,2,3,2,4,0,1,1,0,0,0,0,0
71,1,4,14,4,1,3,1,1,0,0,0,0
30,2,4,2,3,0,3,0,0,0,0,0,0
60,2,4,9,5,0,2,1,0,0,0,0,0
74,1,3,4,3,1,1,0,0,0,0,1,1
29,2,3,14,4,0,3,1,0,0,0,0,0
69,2,1,9,3,0,2,0,0,0,0,0,0
46,1,3,14,4,0,3,0,0,0,0,0,0
66,2,2,3,1,0,6,1,0,0,0,0,0
75,1,4,3,5,0,1,1,1,0,0,0,0
62,1,7,2,3,0,2,1,1,1,0,1,0
31,1,7,5,2,0,4,1,0,0,0,1,0
59,2,3,1,4,0,1,0,0,0,1,0,1
52,2,4,77,4,0,2,1,1,0,0,0,0
65,1,3,4,3,0,1,1,0,0,0,0,0
38,1,6,9,5,0,6,0,0,0,0,0,0
43,2,6,14,5,0,2,0,0,0,0,0,0
80,2,2,15,2,0,4,1,0,0,0,0,0
58,1,7,10,4,1,4,1,0,0,0,0,0
61,2,4,6,4,0,3,1,0,0,0,0,0
74,2,4,15,3,0,5,1,0,0,0,0,0
52,2,1,6,4,0,1,0,0,0,0,1,0
77,2,3,12,3,0,1,0,0,0,0,0,0
74,2,3,4,4,0,1,1,0,0,0,0,0
80,1,6,15,5,1,4,1,1,1,0,0,0
68,1,2,13,4,0,2,1,0,0,0,0,0
32,2,1,6,2,0,3,0,1,0,0,0,0
70,1,3,9,5,0,2,1,0,0,0,0,1
80,2,3,15,1,0,3,1,0,0,0,0,0
50,2,1,4,1,0,3,0,1,0,0,0,0
77,1,3,7,4,1,5,1,0,1,0,1,0
69,2,3,14,4,0,2,1,0,0,0,0,0
67,1,3,3,3,0,1,1,1,1,0,1,0
70,1,6,8,5,0,5,1,1,0,0,0,0
22,1,1,6,3,0,2,0,0,0,0,0,0
41,1,1,10,3,0,6,0,0,0,0,0,0
73,2,6,15,5,0,5,1,0,0,0,0,0
51,2,6,14,1,0,5,0,0,0,0,0,0
73,1,7,10,5,1,2,1,0,0,0,0,0
73,2,7,7,3,0,2,1,1,0,0,0,0
60,1,6,15,5,0,2,1,0,0,0,0,0
49,1,3,13,2,0,5,0,0,0,0,1,0
33,1,3,14,5,1,2,0,0,0,0,0,1
72,1,1,4,1,0,6,1,1,0,0,0,0
57,1,6,10,4,0,1,1,1,0,0,0,1
53,2,6,7,1,0,2,1,0,0,0,0,0
42,2,1,1,3,0,1,0,0,0,0,1,0
80,1,1,3,1,0,2,1,0,0,0,0,0
58,2,2,6,1,0,2,1,1,0,0,0,0
63,1,4,10,5,0,3,1,1,0,0,0,0
